device_id,timestamp,temperature_c,ambient_temperature_c,ph,inlet_ph,pressure_bar,gas_flow_m3_day,biogas_production_m3_day,methane_percent,co2_percent,h2s_ppm,feedstock_mass_kg,feedstock_type,total_solids_percent,volatile_solids_percent,agitator_runtime_min,solar_voltage_v,solar_current_a,solar_power_w,battery_voltage_v,battery_soc_percent,system_load_current_ma,system_load_power_w,solar_status,source
DIGESTER_001,2026-04-21 00:00:00,35.73,26.44,7.12,4.68,1.191,2.425,2.425,56.6,41.9,94.7,99.83,food_waste,9.06,79.96,245.0,0.6,0.0,0.0,11.98,15.0,174.7,0.87,NORMAL,synthetic
DIGESTER_001,2026-04-22 00:00:00,35.63,28.4,6.79,4.78,1.187,1.709,1.709,44.5,54.0,105.1,106.2,food_waste,10.06,78.76,240.0,0.75,0.0,0.0,11.98,15.0,179.0,0.9,NORMAL,synthetic
DIGESTER_001,2026-04-23 00:00:00,35.36,27.26,6.88,6.16,1.179,2.245,2.245,48.7,49.8,93.6,63.68,co_digestion,10.53,80.77,247.0,0.02,0.0,0.0,11.98,15.0,188.8,0.94,NORMAL,synthetic
DIGESTER_001,2026-04-24 00:00:00,35.25,27.91,6.96,6.08,1.211,2.743,2.743,53.5,45.0,93.1,68.05,co_digestion,10.6,81.72,228.0,0.18,0.0,0.0,11.98,15.0,191.6,0.96,NORMAL,synthetic
DIGESTER_001,2026-04-25 00:00:00,35.42,28.07,7.07,6.34,1.258,3.227,3.227,55.2,43.3,90.6,76.81,co_digestion,9.32,78.49,230.0,0.29,0.0,0.0,11.98,15.0,150.8,0.75,NORMAL,synthetic
DIGESTER_001,2026-04-26 00:00:00,35.4,27.44,7.09,6.44,1.304,3.608,3.608,56.2,42.3,91.9,67.12,co_digestion,10.66,79.62,244.0,0.4,0.0,0.0,11.98,15.0,170.5,0.85,NORMAL,synthetic
DIGESTER_001,2026-04-27 00:00:00,35.71,27.54,7.17,5.98,1.261,3.748,3.748,59.1,39.4,96.0,54.06,co_digestion,10.96,79.0,247.0,0.41,0.0,0.0,11.98,15.0,191.5,0.96,NORMAL,synthetic
DIGESTER_001,2026-04-28 00:00:00,35.96,27.54,7.19,6.14,1.246,3.487,3.487,59.6,38.9,96.3,43.7,co_digestion,10.02,80.64,224.0,0.37,0.0,0.0,11.98,15.0,190.3,0.95,NORMAL,synthetic
DIGESTER_001,2026-04-29 00:00:00,35.85,28.62,7.22,6.59,1.261,3.368,3.368,58.1,40.4,100.9,54.21,co_digestion,10.79,80.49,225.0,0.46,0.0,0.0,11.98,15.0,189.9,0.95,NORMAL,synthetic
DIGESTER_001,2026-04-30 00:00:00,35.6,29.26,7.24,6.11,1.224,3.241,3.241,58.8,39.7,99.1,49.39,co_digestion,11.15,79.97,234.0,0.76,0.0,0.0,11.98,15.0,178.8,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-01 00:00:00,35.63,27.68,7.26,6.43,1.254,3.208,3.208,58.7,39.8,92.1,77.81,co_digestion,11.0,79.35,233.0,0.82,0.0,0.0,11.98,15.0,176.8,0.88,NORMAL,synthetic
DIGESTER_001,2026-05-02 00:00:00,35.61,28.64,7.32,6.13,1.235,3.276,3.276,58.0,40.5,111.6,77.56,co_digestion,10.94,77.98,245.0,0.56,0.0,0.0,11.98,15.0,177.4,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-03 00:00:00,35.56,28.94,7.31,6.16,1.253,3.444,3.444,58.4,40.1,87.5,68.56,co_digestion,10.84,82.85,232.0,0.63,0.0,0.0,11.98,15.0,191.1,0.96,NORMAL,synthetic
DIGESTER_001,2026-05-04 00:00:00,35.65,28.53,7.34,6.13,1.246,3.175,3.175,59.8,38.7,106.7,57.04,co_digestion,10.76,79.61,246.0,0.57,0.0,0.0,11.98,15.0,181.9,0.91,NORMAL,synthetic
DIGESTER_001,2026-05-05 00:00:00,35.45,30.14,7.34,6.15,1.224,3.107,3.107,60.1,38.4,114.0,45.28,co_digestion,10.9,77.58,241.0,0.46,0.0,0.0,11.98,15.0,176.5,0.88,NORMAL,synthetic
DIGESTER_001,2026-05-06 00:00:00,35.06,29.66,7.37,6.28,1.248,2.839,2.839,55.6,42.9,123.1,53.15,co_digestion,10.59,81.5,238.0,0.31,0.0,0.0,11.98,15.0,182.4,0.91,NORMAL,synthetic
DIGESTER_001,2026-05-07 00:00:00,35.16,29.55,7.36,6.31,1.239,3.111,3.111,57.5,41.0,122.2,68.2,co_digestion,10.54,77.6,241.0,0.82,0.0,0.0,11.98,15.0,193.1,0.97,NORMAL,synthetic
DIGESTER_001,2026-05-08 00:00:00,35.2,30.2,7.36,6.0,1.236,2.85,2.85,57.7,40.8,108.9,68.02,co_digestion,10.19,79.94,241.0,0.38,0.0,0.0,11.98,15.0,181.9,0.91,NORMAL,synthetic
DIGESTER_001,2026-05-09 00:00:00,35.27,27.74,7.38,6.4,1.21,3.034,3.034,57.3,41.2,123.8,76.22,co_digestion,9.56,80.17,256.0,0.44,0.0,0.0,11.98,15.0,172.5,0.86,NORMAL,synthetic
DIGESTER_001,2026-05-10 00:00:00,35.38,28.98,7.4,5.97,1.224,2.829,2.829,59.2,39.3,125.0,62.97,co_digestion,9.6,77.62,264.0,0.88,0.0,0.0,11.98,15.0,179.4,0.9,NORMAL,synthetic
DIGESTER_001,2026-05-11 00:00:00,35.4,29.74,7.41,6.09,1.228,2.758,2.758,57.7,40.8,134.3,42.73,co_digestion,10.39,78.52,224.0,0.45,0.0,0.0,11.98,15.0,171.1,0.86,NORMAL,synthetic
DIGESTER_001,2026-05-12 00:00:00,35.34,30.2,7.42,6.23,1.211,2.608,2.608,58.3,40.2,134.9,48.92,co_digestion,10.98,80.43,238.0,0.48,0.0,0.0,11.98,15.0,180.2,0.9,NORMAL,synthetic
DIGESTER_001,2026-05-13 00:00:00,35.53,27.62,7.43,6.05,1.234,2.606,2.606,60.4,38.1,125.8,49.07,co_digestion,11.13,78.7,255.0,0.39,0.0,0.0,11.98,15.0,180.9,0.9,NORMAL,synthetic
DIGESTER_001,2026-05-14 00:00:00,35.64,28.64,7.4,6.24,1.243,2.807,2.807,57.1,41.4,150.4,61.44,co_digestion,10.43,81.22,224.0,0.78,0.0,0.0,11.98,15.0,177.5,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-15 00:00:00,35.51,28.9,7.39,6.32,1.25,2.705,2.705,57.8,40.7,151.9,70.19,co_digestion,11.16,82.09,221.0,0.28,0.0,0.0,11.98,15.0,177.9,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-16 00:00:00,35.59,28.8,7.39,6.26,1.214,2.872,2.872,58.6,39.9,143.2,70.58,co_digestion,10.26,79.98,236.0,0.49,0.0,0.0,11.98,15.0,182.8,0.91,NORMAL,synthetic
DIGESTER_001,2026-05-17 00:00:00,35.55,30.61,7.4,6.15,1.225,2.872,2.872,57.5,41.0,133.8,69.99,co_digestion,11.09,80.55,266.0,0.61,0.0,0.0,11.98,15.0,177.0,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-18 00:00:00,35.51,31.16,7.4,6.12,1.221,2.653,2.653,59.3,39.2,136.5,44.49,co_digestion,10.11,79.07,271.0,0.63,0.0,0.0,11.98,15.0,185.0,0.93,NORMAL,synthetic
DIGESTER_001,2026-05-19 00:00:00,35.44,28.69,7.41,6.49,1.232,2.915,2.915,56.9,41.6,150.8,50.88,co_digestion,9.89,80.75,256.0,0.0,0.0,0.0,11.98,15.0,177.1,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-20 00:00:00,35.51,29.54,7.42,6.15,1.244,2.736,2.736,58.5,40.0,131.4,49.62,co_digestion,10.81,79.45,226.0,0.56,0.0,0.0,11.98,15.0,176.1,0.88,NORMAL,synthetic
DIGESTER_001,2026-05-21 00:00:00,35.54,28.99,7.42,6.59,1.219,2.32,2.32,59.1,39.4,156.2,12.0,cow_dung,12.07,81.58,241.0,0.38,0.0,0.0,11.98,15.0,193.7,0.97,NORMAL,synthetic
DIGESTER_001,2026-05-22 00:00:00,35.63,29.39,7.43,6.91,1.219,2.01,2.01,58.4,40.1,161.2,14.35,cow_dung,10.8,75.59,228.0,0.47,0.0,0.0,11.98,15.0,178.1,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-23 00:00:00,35.67,29.92,7.45,6.74,1.212,1.827,1.827,58.1,40.4,154.3,14.92,cow_dung,10.93,81.43,251.0,0.31,0.0,0.0,11.98,15.0,166.2,0.83,NORMAL,synthetic
DIGESTER_001,2026-05-24 00:00:00,35.51,30.58,7.43,6.2,1.162,2.011,2.011,57.8,40.7,146.5,71.86,co_digestion,10.06,79.76,243.0,0.64,0.0,0.0,11.98,15.0,183.5,0.92,NORMAL,synthetic
DIGESTER_001,2026-05-25 00:00:00,35.37,29.67,7.45,5.96,1.215,2.089,2.089,58.0,40.5,128.9,58.18,co_digestion,10.12,78.85,221.0,0.34,0.0,0.0,11.98,15.0,186.6,0.93,NORMAL,synthetic
DIGESTER_001,2026-05-26 00:00:00,35.59,29.75,7.45,5.75,1.211,2.039,2.039,59.5,39.0,138.3,38.83,co_digestion,10.59,82.7,248.0,0.56,0.0,0.0,11.98,15.0,193.6,0.97,NORMAL,synthetic
DIGESTER_001,2026-05-27 00:00:00,35.5,30.59,7.44,6.2,1.201,2.057,2.057,57.7,40.8,158.1,45.73,co_digestion,9.62,78.96,240.0,1.05,0.0,0.0,11.98,15.0,183.9,0.92,NORMAL,synthetic
DIGESTER_001,2026-05-28 00:00:00,35.38,29.51,7.43,6.1,1.222,2.181,2.181,58.6,39.9,147.3,55.66,co_digestion,10.35,77.98,238.0,0.53,0.0,0.0,11.98,15.0,188.3,0.94,NORMAL,synthetic
DIGESTER_001,2026-05-29 00:00:00,35.55,30.12,7.45,5.83,1.198,2.42,2.42,58.7,39.8,145.6,68.81,co_digestion,10.43,82.13,235.0,0.48,0.0,0.0,11.98,15.0,182.7,0.91,NORMAL,synthetic
DIGESTER_001,2026-05-30 00:00:00,35.19,30.33,7.43,6.2,1.2,2.369,2.369,57.3,41.2,140.2,72.37,co_digestion,10.8,77.83,262.0,0.74,0.0,0.0,11.98,15.0,178.6,0.89,NORMAL,synthetic
DIGESTER_001,2026-05-31 00:00:00,35.12,30.13,7.4,6.36,1.197,2.587,2.587,58.0,40.5,130.5,60.81,co_digestion,10.46,81.01,257.0,0.56,0.0,0.0,11.98,15.0,186.2,0.93,NORMAL,synthetic
DIGESTER_001,2026-06-01 00:00:00,35.21,28.95,7.41,6.15,1.207,2.479,2.479,58.6,39.9,132.0,56.68,co_digestion,10.8,79.18,225.0,0.83,0.0,0.0,11.98,15.0,171.0,0.86,NORMAL,synthetic
DIGESTER_001,2026-06-02 00:00:00,35.38,27.88,7.39,6.2,1.224,2.613,2.613,59.0,39.5,141.8,49.3,co_digestion,10.37,80.03,240.0,0.46,0.0,0.0,11.98,15.0,204.1,1.02,NORMAL,synthetic
DIGESTER_001,2026-06-03 00:00:00,35.2,30.49,7.4,6.22,1.207,2.452,2.452,58.0,40.5,134.3,45.4,co_digestion,11.27,78.14,262.0,0.62,0.0,0.0,11.98,15.0,176.5,0.88,NORMAL,synthetic
DIGESTER_001,2026-06-04 00:00:00,35.32,28.7,7.38,6.17,1.237,2.435,2.435,57.8,40.7,125.9,51.78,co_digestion,11.33,80.03,248.0,0.33,0.0,0.0,11.98,15.0,179.0,0.9,NORMAL,synthetic
DIGESTER_001,2026-06-05 00:00:00,35.19,29.11,7.38,6.44,1.21,2.657,2.657,58.8,39.7,125.4,77.43,co_digestion,9.99,78.78,242.0,0.55,0.0,0.0,11.98,15.0,185.0,0.93,NORMAL,synthetic
DIGESTER_001,2026-06-06 00:00:00,35.23,29.35,7.38,6.5,1.194,2.884,2.884,55.7,42.8,138.6,75.55,co_digestion,10.5,79.71,236.0,0.92,0.0,0.0,11.98,15.0,163.9,0.82,NORMAL,synthetic
DIGESTER_001,2026-06-07 00:00:00,35.21,29.7,7.4,6.5,1.256,2.81,2.81,57.2,41.3,125.1,68.82,co_digestion,9.82,80.28,237.0,0.62,0.0,0.0,11.98,15.0,164.0,0.82,NORMAL,synthetic
DIGESTER_001,2026-06-08 00:00:00,35.3,30.64,7.38,6.42,1.211,2.833,2.833,59.0,39.5,112.7,55.85,co_digestion,10.68,79.53,244.0,0.24,0.0,0.0,11.98,15.0,170.4,0.85,NORMAL,synthetic
DIGESTER_001,2026-06-09 00:00:00,35.33,29.73,7.38,6.15,1.182,2.758,2.758,59.6,38.9,108.3,44.14,co_digestion,10.18,81.12,255.0,0.49,0.0,0.0,11.98,15.0,201.0,1.01,NORMAL,synthetic
DIGESTER_001,2026-06-10 00:00:00,35.24,29.55,7.38,6.02,1.256,2.674,2.674,58.1,40.4,117.2,52.74,co_digestion,10.87,80.02,217.0,0.66,0.0,0.0,11.98,15.0,160.3,0.8,NORMAL,synthetic
DIGESTER_001,2026-06-11 00:00:00,35.54,31.4,7.36,6.17,1.234,2.638,2.638,57.4,41.1,112.2,53.35,co_digestion,10.96,79.81,234.0,0.52,0.0,0.0,11.98,15.0,171.0,0.86,NORMAL,synthetic
DIGESTER_001,2026-06-12 00:00:00,35.71,28.04,7.33,6.39,1.227,2.784,2.784,58.3,40.2,105.0,73.75,co_digestion,9.96,81.02,233.0,0.54,0.0,0.0,11.98,15.0,184.4,0.92,NORMAL,synthetic
DIGESTER_001,2026-06-13 00:00:00,35.72,29.59,7.31,6.3,1.21,2.756,2.756,59.9,38.6,93.4,69.19,co_digestion,9.93,81.0,247.0,0.51,0.0,0.0,11.98,15.0,169.1,0.85,NORMAL,synthetic
DIGESTER_001,2026-06-14 00:00:00,35.53,30.77,7.31,6.46,1.237,2.972,2.972,58.9,39.6,114.9,73.62,co_digestion,10.99,80.13,217.0,0.45,0.0,0.0,11.98,15.0,174.0,0.87,NORMAL,synthetic
DIGESTER_001,2026-06-15 00:00:00,35.49,30.99,7.34,6.5,1.23,3.002,3.002,58.2,40.3,116.6,54.74,co_digestion,12.05,80.91,247.0,0.3,0.0,0.0,11.98,15.0,176.2,0.88,NORMAL,synthetic
DIGESTER_001,2026-06-16 00:00:00,35.61,30.69,7.37,6.12,1.2,2.89,2.89,58.7,39.8,103.3,42.29,co_digestion,9.95,80.66,234.0,0.58,0.0,0.0,11.98,15.0,188.4,0.94,NORMAL,synthetic
DIGESTER_001,2026-06-17 00:00:00,35.66,30.72,7.39,5.97,1.231,2.668,2.668,58.8,39.7,88.3,47.91,co_digestion,10.32,81.34,246.0,0.67,0.0,0.0,11.98,15.0,177.1,0.89,NORMAL,synthetic
DIGESTER_001,2026-06-18 00:00:00,35.55,30.56,7.42,6.13,1.243,2.754,2.754,59.3,39.2,79.7,65.49,co_digestion,10.07,81.04,244.0,0.39,0.0,0.0,11.98,15.0,158.5,0.79,NORMAL,synthetic
DIGESTER_001,2026-06-19 00:00:00,35.7,29.87,7.41,6.05,1.2,2.907,2.907,58.3,40.2,75.1,73.77,co_digestion,9.82,77.72,259.0,0.53,0.0,0.0,11.98,15.0,162.2,0.81,NORMAL,synthetic
DIGESTER_001,2026-06-20 00:00:00,35.44,30.05,7.4,6.37,1.231,2.96,2.96,57.5,41.0,81.6,77.13,co_digestion,11.22,79.46,239.0,0.39,0.0,0.0,11.98,15.0,181.6,0.91,NORMAL,synthetic
DIGESTER_001,2026-06-21 00:00:00,35.32,30.2,7.38,6.33,1.203,2.866,2.866,58.1,40.4,76.0,61.89,co_digestion,11.02,77.23,225.0,0.35,0.0,0.0,11.98,15.0,177.7,0.89,NORMAL,synthetic
DIGESTER_001,2026-06-22 00:00:00,35.58,30.34,7.36,6.12,1.24,2.946,2.946,59.5,39.0,78.6,54.38,co_digestion,10.36,82.51,263.0,0.51,0.0,0.0,11.98,15.0,172.8,0.86,NORMAL,synthetic
DIGESTER_001,2026-06-23 00:00:00,35.36,29.27,7.39,6.28,1.19,2.837,2.837,58.0,40.5,89.6,46.73,co_digestion,10.67,80.59,248.0,0.32,0.0,0.0,11.98,15.0,190.2,0.95,NORMAL,synthetic
DIGESTER_001,2026-06-24 00:00:00,35.38,30.62,7.4,6.28,1.206,2.594,2.594,58.2,40.3,98.5,46.6,co_digestion,9.99,79.96,216.0,0.49,0.0,0.0,11.98,15.0,191.2,0.96,NORMAL,synthetic
DIGESTER_001,2026-06-25 00:00:00,35.38,31.55,7.39,6.12,1.214,2.631,2.631,57.4,41.1,82.4,63.45,co_digestion,10.63,80.44,229.0,0.78,0.0,0.0,11.98,15.0,167.1,0.84,NORMAL,synthetic
DIGESTER_001,2026-06-26 00:00:00,35.53,30.69,7.4,6.27,1.203,2.736,2.736,59.5,39.0,100.4,72.92,co_digestion,10.74,80.11,241.0,0.8,0.0,0.0,11.98,15.0,174.2,0.87,NORMAL,synthetic
DIGESTER_001,2026-06-27 00:00:00,35.63,30.68,7.39,6.08,1.216,3.12,3.12,57.4,41.1,99.6,86.44,co_digestion,9.81,80.46,266.0,0.46,0.0,0.0,11.98,15.0,190.7,0.95,NORMAL,synthetic
DIGESTER_001,2026-06-28 00:00:00,35.3,31.72,7.39,6.14,1.199,2.962,2.962,57.6,40.9,108.4,70.81,co_digestion,10.48,80.04,252.0,0.35,0.0,0.0,11.98,15.0,174.5,0.87,NORMAL,synthetic
DIGESTER_001,2026-06-29 00:00:00,35.27,29.89,7.38,6.29,1.195,2.883,2.883,61.0,37.5,108.1,55.19,co_digestion,10.98,79.5,220.0,0.44,0.0,0.0,11.98,15.0,187.9,0.94,NORMAL,synthetic
